Nombre empresaAlfabeto latino,NACE Rev. 2 Código principal (4 digitos),Código de consolidación,Último año disponible,"Ingresos explotación (Cifra ventas)
mil USD Últ, año disp,","Número de empleados
Últ. año disp.","Ciudad
Latin Alphabet","Activos fijos
mil USD Últ. año disp.","Activo circulante
mil USD Últ. año disp.","Activos totales
mil USD Últ. año disp.","Fondos de los accionistas
mil USD Últ. año disp.","Deuda a largo plazo
mil USD Últ. año disp.","Ingresos explotación (Cifra ventas)
mil USD Últ. año disp.","Resultado actividades ordinarias
mil USD Últ. año disp.","P/G por periodo [=ingresos netos]
mil USD Últ. año disp.","ROE - base: result. antes impuestos
Últ. año disp.","ROA utilizando Ingresos Netos
Últ. año disp.","Margen de beneficio
Últ. año disp."
TEXBER SA,1320,U1,2022,833.704663508505,9,AVIA,289.311335427892,303.206460261178,592.51779568907,260.846504248977,150.633285887957,833.704663508505,2.1721618558228,2.1721618558228,1.11,0.367,0.347
INDUSTRIAS FERRI MONZO S.L.,1399,U1,2003,827.926568664558,5,ONTINYENT,870.927239970996,1083.61847292974,1954.54571290074,524.784708379815,719.282942559602,827.926568664558,4.81172457925868,2.49933704025745,1.025,0.128,0.65
THERMATRON TECHNOLOGIES CORPORATION SL.,1399,U1,2022,827.860892904276,6,ALGEMESI,403.393216792774,960.414773500514,1363.80799029329,609.657900141454,462.08197902261,827.860892904276,218.02152152589,218.02152152589,48.131,15.986,35.445
EUROSOL PROTECTOR SYSTEM SL.,1396,U1,2022,824.602954101396,10,MOSTOLES,78.154576200372,298.283751645035,376.438327845406,165.856263088155,89.6139717782915,824.602954101396,51.9782622154534,51.9782622154534,41.847,13.808,8.417
TOLDOS J. ROSELLO SOCIEDAD LIMITADA.,1399,U1,2020,822.428443552428,9,ALZIRA,1.67049936028719,394.151620760006,395.822120120293,241.430572334713,0.0,822.428443552428,83.1928155488902,83.1928155488902,45.944,21.018,13.487
SANSA PROTECCION SOLAR SL,1392,U1,2021,818.623387253952,5,BARCELONA,579.46834253304,351.559135437012,931.027477970052,220.306502946138,119.589714802766,818.623387253952,5.01362515103817,5.01362515103817,3.034,0.539,0.817
F. ALVAREZ & RIOJA SOCIEDAD LIMITADA.,1399,U1,2021,816.651246968579,4,LOGRONO,86.27827483778,583.695229532504,669.973504370284,605.606220604634,0.0,816.651246968579,39.4898992282391,39.4898992282391,8.414,5.894,6.239
"MECOTEX, SA",1391,U1,2007,815.238849368134,4,MATARO,587.769534927521,4979.2860983963,5567.05563332382,1568.14110755111,3722.9017342765,815.238849368134,9.48489774787903,10.900468438797,0.819,0.196,1.575
HORA TRECE SL,1310,U1,2006,812.656545839524,7,ALCORCON,776.882173823733,792.569544157591,1569.45171798132,358.406883614316,0.675385239930153,812.656545839524,-243.600493313706,-252.07951367348,-67.968,-16.062,-29.976
CREACIONES TEXTILES LUCENA CANTOS SL,1392,U1,2022,811.620849096054,8,ATZENETA D'ALBAIDA,191.325101632512,203.126555666316,394.451657298827,120.492410939187,125.911482959181,811.620849096054,16.6553883149445,16.6553883149445,17.841,4.222,2.649
FONTDRAP SL,1330,U1,2005,811.099515665355,15,MONTCADA I REIXAC,249.543866924789,1059.68970962714,1309.23357655193,93.8231813305259,800.695774150865,811.099515665355,8.86952308452523,8.86952426422954,9.814,0.677,1.135
ARTIPISTILOS SL,1399,U1,2022,810.076285045117,7,CAMPO DE CRIPTANA,259.061112699586,248.422188112015,507.483300811601,294.700787980098,50.7013399741054,810.076285045117,7.27413384795785,7.27413384795785,3.403,1.433,1.238
FOAMITEX S.L.,1330,U1,2003,809.99488315743,5,CREVILLENT,98.2450629267049,593.428080100014,691.673143026719,42.9875109183645,21.7116849181223,809.99488315743,0.444799646015883,1.42960714670181,2.46,0.207,0.131
VINATEX SL,1320,U1,2022,808.612825219268,3,BENEIXAMA,119.983248341477,520.396354166073,640.379602507549,434.859032291853,10.9155045008719,808.612825219268,65.6353540409446,65.6353540409446,20.125,10.249,10.823
JONHIE 2014 SL.,1320,U1,2022,808.017630706835,6,SANT QUIRZE DEL VALLES,103.102423558694,301.911277836591,405.013701395285,24.0336756029308,72.2348210485995,808.017630706835,3.88160085565448,3.88160085565448,21.534,0.958,0.641
IPUNT KNIT 2000 SL.,1391,U1,2022,805.369253511494,10,ODENA,67.7383682519436,357.123171052587,424.861539304531,63.6932150307596,35.9411496258676,805.369253511494,13.7681035002291,13.7681035002291,28.822,3.241,2.279
TEJIDOS ESPECIFICOS SA,1320,U1,2022,803.486598754769,8,BEJAR,69.9544313427031,1402.54565711742,1472.50008846012,720.756289417779,381.588830114257,803.486598754769,267.48247029112,267.48247029112,49.482,18.165,44.387
COMERCIAL TOLDERA DEL TURIA TOLTECNO SL,1392,U1,2022,802.344889330548,6,RAFELBUNYOL,30.3871847685933,211.411505849296,241.798690617889,25.7821094800532,35.5558192287445,802.344889330548,8.2441634185493,8.2441634185493,42.635,3.41,1.37
SILIS SA,1392,U1,2022,802.151215128871,8,FUENLABRADA,105.610724243242,430.078330731577,535.689054974818,243.096272891325,89.2362462355196,802.151215128871,48.4121721544206,48.4121721544206,19.915,9.037,6.035
AROSA CORAL S.L.,1394,U1,2022,801.260690950733,7,MEJORADA DEL CAMPO,410.387997568762,1147.45455570507,1557.84255327383,700.597815073574,728.914730235457,801.260690950733,49.8612862171531,49.8612862171531,9.505,3.201,8.311
STILO TEX SL,1320,U1,2022,799.429414291358,8,COCENTAINA,429.025330386794,712.425827434635,1141.45115782143,796.207761203068,119.532215415877,799.429414291358,3.11235863872766,3.11235863872766,0.521,0.273,0.519
VIATEP IBERICA 2012 SL.,1393,U1,2022,798.340821521652,7,HUMANES DE MADRID,411.376617968434,238.245037106889,649.621655075324,141.123794164497,350.889419677466,798.340821521652,22.3594866495866,22.3594866495866,21.389,3.442,3.781
DAVID MAS YACHT EQUIPMENT SL,1392,U1,2021,797.048382063031,2,EL MASNOU,141.94257855885,406.669144567609,548.611723126459,190.295550885129,216.837178314328,797.048382063031,68.3738448947024,68.3738448947024,47.725,12.463,11.394
ACABADOS TEXTILES ELCHE S.L.,1330,U1,2006,795.105551068704,11,CREVILLENT,177.126805380206,358.63027358428,535.757078964486,65.6982500109959,179.14706092864,795.105551068704,2.26612675166845,2.26612675166845,4.928,0.423,0.407
IBLONSA TEXTIL SL,1320,U1,2022,794.964138197744,1,GRANOLLERS,19.333278318125,298.040918939543,317.374197257668,49.3383964840293,50.4353833917081,794.964138197744,3.45080132234693,3.45080132234693,9.025,1.087,0.56
TEIXITS RODA SA,1310,U1,2022,792.558539311321,6,RODA DE TER,33.5503135429621,370.199702110624,403.750015653586,227.412930020005,0.0,792.558539311321,26.8537006539166,26.8537006539166,11.808,6.651,3.388
MANUFACTURAS J LOPEZ SL,1310,U1,2022,792.20659454478,8,TERRASSA,133.108661654061,509.329072558022,642.437734212083,329.420958507776,159.12919878372,792.20659454478,65.8236611139971,65.8236611139971,26.664,10.246,11.088
J'JAN CATALOGOS SLL,1392,U1,2021,791.134656795645,8,BULLAS,1083.73916003237,319.543526135802,1403.28268616817,701.352150584579,315.191611388397,791.134656795645,7.11670535795689,7.11670535795689,1.477,0.507,1.31
TEXTILES SAN JORGE SL,1320,U1,2022,789.68902511068,3,BANYERES DE MARIOLA,818.496970678973,382.441629735094,1200.93860041407,856.000475235242,33.3278635536909,789.68902511068,40.0198154029727,40.0198154029727,6.238,3.332,6.762
ALMAR CONFECCIONES NAUTICAS S.L.,1392,U1,2022,788.66209245739,8,BARCELONA,22.573692891413,237.191300808459,259.764993699872,83.6632852413595,60.858182924974,788.66209245739,33.3737262650865,33.3737262650865,54.335,12.848,5.764
CINTAS TRAPE SL,1395,U1,2000,788.284043279529,17,MANRESA,175.190980855465,286.096448451877,461.287429307342,105.500188071728,33.7101853365898,788.284043279529,13.2596373260021,13.2596373260021,17.955,2.874,2.403
MANITEX SL,1396,U1,2022,787.062043901074,6,ALCOI/ALCOY,91.5580306675553,490.53867204743,582.096702714986,136.443523612034,128.316515481275,787.062043901074,5.5797989634794,5.5797989634794,5.715,0.959,0.991
TECNORDITS SL,1310,U1,2022,786.98020372234,12,SANT VICENC DE CASTELLET,153.392696090025,569.343424897255,722.736122053879,606.923277711493,11.605231725949,786.98020372234,96.0539064338881,96.0539064338881,21.07,13.29,16.25
ESCRIG SL,1310,U1,2022,785.875185320514,8,ALCOI/ALCOY,264.099504696226,526.26257668953,790.362081385756,248.821586956388,265.51353830179,785.875185320514,38.6300352031726,38.6300352031726,21.17,4.888,6.703
MANUFACTURES & LABORS S.L.,1310,U1,2007,785.206093640282,4,BARCELONA,306.292547822113,527.83262901123,834.125176833344,86.7613227854919,212.759494632339,785.206093640282,2.42478308990479,2.42478308990479,3.726,0.291,0.412
ESPUMACAL S.L.,1330,U1,2002,782.455671113934,7,ELCHE/ELX,71.5907479725313,402.790889363108,474.381637335639,52.9310192214489,56.1972637848949,782.455671113934,6.8803739140811,7.94540501238823,19.432,1.675,1.315
FOAMITCATS TEXTILS S.L.,1399,U1,2007,781.567153958359,2,SABADELL,146.890161009064,678.17626138298,825.066422392044,33.506643635788,239.191700083923,781.567153958359,-1.18325869972229,-0.293080250473022,-3.531,-0.036,-0.151
GRUPO C & R SA,1399,U1,2000,781.345298329353,9,CUNTIS,129.631797504187,427.195738616109,556.827536120296,31.8194075789452,190.142268754005,781.345298329353,60.2155024756193,-19.5749466966391,162.876,-3.515,6.633
TRENZA ELASTIC SL,1394,U1,2022,779.192544884765,3,SAN CLEMENTE,379.603099182987,610.06064810822,989.663747291207,834.912427439034,46.0650986485183,779.192544884765,31.3979371076465,31.3979371076465,5.029,3.173,5.388
TRANSFORMACIONES BURGOS ARIAS VALLE SOCIEDAD LIMITADA.,1392,U1,2022,779.119013516045,3,VALENCIA,0.783363994151354,443.791365700227,444.574729694378,250.171827246559,131.22428967216,779.119013516045,100.854969378396,100.854969378396,53.898,22.686,17.306
TORRATOX SL,1330,U1,2012,778.619671208006,3,BARCELONA,324.319274723606,175.179581648903,499.498856372509,70.2794481585479,156.485900908394,778.619671208006,0.385053682250977,0.385053682250977,1.046,0.077,0.094
TEXTILAB ROS&JOU S.L.,1399,U1,2022,775.886961082745,4,TERRASSA,3.01589538100958,224.497966948569,227.513862329578,27.9635507514238,14.3807475802898,775.886961082745,11.7019509675443,11.7019509675443,41.847,5.143,1.508
SCENIC TECHNICAL TEXTILES SL,1396,U1,2022,772.062081987876,2,SABADELL,656.552343888062,562.152721527868,1218.70506541593,590.840322675902,433.273681476486,772.062081987876,8.74949692409634,8.74949692409634,1.911,0.718,1.462
SILPUNT SL,1391,U1,2022,769.617766606629,1,IGUALADA,152.064502411276,501.684583369756,653.749085781032,454.165261646956,46.601619523102,769.617766606629,80.3988295156062,80.3988295156062,21.949,12.298,12.952
ROTEX 2012 SL.,1392,U1,2021,766.067516402721,3,BALENYA,6.89522536783218,199.682564885402,206.577790253234,67.4886396049976,21.5750391689301,766.067516402721,22.5400474762988,22.5400474762988,44.531,10.911,3.923
TEXDUO TRADING SL.,1330,U1,2022,765.623714166927,5,ELCHE/ELX,91.6377376473129,272.051867826778,363.689605474091,188.75990853126,63.4089875991285,765.623714166927,56.2754742277026,56.2754742277026,38.872,15.473,9.584
TRICOTS MAZO SA,1391,U1,2022,762.268501490718,5,LARDERO,947.739145192128,2032.98108594607,2980.72023113819,1188.91518702676,1206.24393026463,762.268501490718,-60.0770801217377,-60.0770801217377,-6.737,-2.016,-10.508
RIELDECOR SL,1392,U1,2022,762.141788404914,8,ZARAGOZA,1456.16489331155,726.507692506325,2182.67258581788,2022.50090336033,15.409941424495,762.141788404914,115.40924309603,115.40924309603,7.608,5.288,20.189
TOPERAL SL,1392,U1,2022,761.305511476749,4,BARCELONA,104.128716252291,113.351815347159,217.48053159945,8.61041235082745,135.765017013574,761.305511476749,0.90443370206356,0.90443370206356,10.504,0.416,0.119
MARCOS BELTRAN SL,1330,U1,2022,761.02248930254,11,BENFERRI,145.844584831518,589.850955656588,735.695540488106,585.347612627238,7.14881907408237,761.02248930254,60.8031239927906,60.8031239927906,13.456,8.265,10.35
TODOTEX S.L.,1330,U1,2017,760.339775286272,4,MADRID,3341.43779039549,680.1864951511,4021.62428554659,1057.21360027134,1447.09196787763,760.339775286272,53.5754931417496,53.5754931417496,6.757,1.332,9.395
NEW ART BUSINESS SL,1320,U1,2022,760.242090454966,2,ZARAGOZA,56.5161844002128,860.324021588856,916.840205989069,240.958988838768,379.275983785933,760.242090454966,-25.2939482262671,-25.2939482262671,-13.867,-2.759,-4.395
BUCOFABRICS S.L.,1320,U1,2022,758.443867713732,15,AVIA,70.4850005921423,256.298812012905,326.783812605047,214.299547949648,97.1239841030776,758.443867713732,-14.2761888324559,-14.2761888324559,-8.882,-4.369,-2.51
HILADOS AZNAR SL,1310,U1,2005,756.078389845491,1,CREVILLENT,39.3702718878984,473.582857016802,512.9531289047,120.397082613587,0.0,756.078389845491,-18.2276112707853,-34.6880254874229,-22.908,-6.762,-3.648
TALLER DE CORTE INDUSTRIAL TEXGORE SL,1391,U1,2021,755.854836778307,6,PINEDA DE MAR,136.633390031576,569.525867363977,706.159257395554,571.849748000836,16.882494879055,755.854836778307,117.098854902577,117.098854902577,20.477,16.582,15.492
FULL FIL SOCIEDAD LIMITADA.,1330,U1,2003,750.943399661239,4,ALFAFARA,146.347190691917,212.402664295876,358.749854987793,13.7685318802047,10.5327309349775,750.943399661239,16.4030975913906,1.87332188164711,152.316,0.522,2.793
JORDI MAS I SANGES SL,1393,U1,2022,749.099090949243,2,SABADELL,516.23074986468,197.383045413983,713.613795278662,402.501368964672,173.055969623822,749.099090949243,9.16612028360546,9.16612028360546,3.061,1.284,1.645
MANUFACTURAS DE ACABADOS DE GRANOLLERS SA,1330,U1,2001,747.28513641727,15,GRANOLLERS,80.3655596935749,285.155407293916,365.520966987491,230.058422307372,131.259634775758,747.28513641727,36.1931440453529,29.4891105703115,21.226,8.068,6.535
JOLUSAN SL,1330,U1,2022,746.767428739347,6,BIAR,114.888177248031,484.046792930156,598.934970178187,362.248330917597,0.0,746.767428739347,2.06337937401533,2.06337937401533,0.736,0.345,0.357
BACKING PRES SL,1330,U1,2011,746.597382873505,10,CREVILLENT,1397.56239169718,51.4677795490921,1449.03017124627,77.9007310887396,1124.41559547467,746.597382873505,-78.5349490606654,-78.5349490606654,-100.814,-5.42,-10.519
MARINA HISPANICA SL,1394,U1,2022,745.778446762449,12,CANGAS,550.02915444861,441.321483929247,991.350638377857,280.537977606644,190.760635851336,745.778446762449,-8.0148125305891,-8.0148125305891,-3.809,-0.808,-1.433
ADVANCED SAILS SOCIEDAD DE RESPONSABILIDAD LIMITADA.,1392,U1,2022,742.450837680996,11,PATERNA,79.6379494386673,126.237446428788,205.875395867455,40.8951522709966,108.486649773407,742.450837680996,17.2178488890827,17.2178488890827,56.137,8.363,3.092
UMBRITEX SL,1320,U1,2022,741.960756548131,5,AIELO DE MALFERIT,26.5031627321005,326.306733319944,352.809896052045,118.296015942991,15.4037018174887,741.960756548131,11.6350751796305,11.6350751796305,12.857,3.298,2.05
ADELL TEXTIL SL,1320,U1,2022,741.741079717529,1,SANT VICENC DE CASTELLET,21.833078204751,376.858813361663,398.691891566414,149.219668256193,28.9272873850346,741.741079717529,12.5764665539622,12.5764665539622,11.238,3.154,2.261
PUIMAR KNIT S.L.,1391,U1,2022,741.700687594908,2,IGUALADA,172.845017577034,161.847107599699,334.692125176734,154.327591873473,39.8183240936458,741.700687594908,49.3973474377453,49.3973474377453,42.677,14.759,8.88
ARTECO CREACIONS TEXTILS SL,1392,U1,2004,741.025582602372,12,COCENTAINA,113.818232179104,960.986620316515,1074.80485385772,358.908440287532,198.346145001864,741.025582602372,6.32898848416686,4.4223195620048,2.291,0.411,1.11
SUMINISTRO Y SERVICIOS INTEGRALES FRADIMA SL.,1392,U1,2022,737.678626252645,4,LAS CABEZAS DE SAN JUAN,243.959173209316,217.321192301899,461.280365511215,360.237854878199,62.9941763921499,737.678626252645,60.8124258069277,60.8124258069277,22.508,13.183,10.992
GROUP TEXTILE VK SL.,1399,U1,2021,737.499281939364,3,MALAGA,611.871901417565,100.208613037419,712.080514454985,288.328121603823,233.229664996362,737.499281939364,76.5801921630621,76.5801921630621,34.475,10.754,13.478
LEBERTEX SA,1310,U1,2000,736.807804927826,2,LEBRIJA,345.076245778799,218.565348175764,563.641593954563,259.525996252298,92.7709362387657,736.807804927826,5.61092021584511,5.61092021584511,2.37,0.995,0.835
ESTOR-TEC 2013 S.L.,1395,U1,2022,736.754823103875,7,SABADELL,57.0389248094082,242.335115498519,299.374040307927,156.552561069959,20.2601639394164,736.754823103875,9.72481682814956,9.72481682814956,8.282,3.248,1.76
TEXTILES Y CONFECCIONES RODRIGO CAPILLA SL,1399,U1,2022,736.436517818594,5,CHESTE,339.920414546263,311.515302272695,651.435716818959,524.176020108634,17.8941774913883,736.436517818594,55.1624563297152,55.1624563297152,14.032,8.468,9.987
SUBLIM-EVENTS SL.,1330,U1,2022,730.027097507757,8,VALDEMORO,64.5775646644592,189.30723405866,253.884798723119,106.793508413756,97.8355126216948,730.027097507757,55.0828240119219,55.0828240119219,57.244,21.696,8.374
ESTAMPATS TEXTILS GERMANS PEREZ SL,1330,U1,2021,728.299622681952,6,MATARO,2841.48339451146,348.080466852665,3189.56386136413,2379.66694315253,365.186786204481,728.299622681952,43.0140756929398,43.0140756929398,1.808,1.349,5.906
FELPER SL,1330,U1,2022,728.295601230508,5,MATARO,193.352259287906,174.880388048488,368.232647336394,244.434663261181,67.2400636370242,728.295601230508,45.4510679891229,45.4510679891229,18.594,12.343,6.241
TORCATS MONTAGUT SA,1310,U1,2022,725.787225883996,16,MONTAGUT I OIX,209.545820690429,282.281420864761,491.82724155519,205.742369579279,134.391535520554,725.787225883996,-55.371776479286,-55.371776479286,-35.468,-11.258,-10.054
GESTION DE CORTE INDUSTRIAL DE TEJIDOS SL,1392,U1,2021,725.616266033506,13,CASTALLA,683.742877414227,521.654895750547,1205.39777203217,967.967021803951,135.559141291952,725.616266033506,82.1012562298536,82.1012562298536,11.309,6.811,15.086
MIGUEL ALEMANY SUCRA SA,1320,U1,2022,724.137676445431,5,SABADELL,40.1611931651413,1053.00164603444,1093.16283919958,560.695863952851,112.470644179934,724.137676445431,8.13899564240754,8.13899564240754,1.935,0.745,1.499
GARNETEX SL,1330,U1,2002,722.795090730262,12,ALCOY/ALCOI,354.085530000143,555.528554280691,909.614084280834,10.1337204945421,99.6283873704338,722.795090730262,-32.7708184746647,-28.5489758905983,-365.869,-3.139,-5.13
NAVARRO ACCESSORIES SL.,1399,U1,2022,722.183761110296,1,MADRID,0.47256756926775,344.040048409712,344.51261597898,126.888552086395,53.3299744129181,722.183761110296,143.184293719894,143.184293719894,124.383,41.561,21.854
CARPAS TERRA SL,1399,U1,2022,721.683974988687,6,MONTSERRAT,911.111393477684,779.512791381115,1690.6241848588,1506.30811377144,0.213319897651672,721.683974988687,248.372600835206,248.372600835206,21.237,14.691,44.327
TALLSBOMAT SL.,1396,U1,2022,721.29131705308,5,CAMPDEVANOL,91.3890279786408,293.933636298168,385.322664276808,254.076498649144,0.0,721.29131705308,13.6419034487784,13.6419034487784,7.993,3.54,2.816
TEXWUDY SL,1330,U1,2022,721.274486113155,32,ARTEIXO,48.3457656702817,503.287159766859,551.632925437141,11.2964831720829,157.607641283745,721.274486113155,-24.169464383781,-24.169464383781,-213.956,-4.381,-3.351
MONTBLANC FILADORS SL,1310,U1,2020,717.997335689694,11,TERRASSA,954.586142318642,1221.84995269278,2176.43609501142,1443.60706778036,429.866885793632,717.997335689694,-155.700875009066,-155.700875009066,-14.381,-7.154,-28.914
CREACIONES MARIOLA SL,1396,U1,2022,717.771325421929,8,BANYERES DE MARIOLA,27.8365827483416,489.164283944845,517.000866693187,200.647895781547,194.15035302099,717.771325421929,12.6931525379777,12.6931525379777,8.348,2.455,2.334
TACKVELAS SL,1392,U1,2021,717.118014820504,6,VILASSAR DE DALT,466.04339385581,527.030024267721,993.073418123531,95.3235153692722,439.813458031225,717.118014820504,-151.758462991548,-151.758462991548,-153.513,-15.282,-20.406
TOLDOS LA SOMBRA SOCIEDAD LIMITADA.,1392,U1,2022,715.789188930935,10,ALCALA DE GUADAIRA,131.235926272577,258.6665348849,389.902461157477,113.600919657642,99.9354016961932,715.789188930935,13.2999932502228,13.2999932502228,15.621,3.411,2.479
LUGOTEX SL,1392,U1,2021,714.628072326565,3,ALCOVER,525.787550404429,226.948705405283,752.736255809712,434.712373484445,151.233241118367,714.628072326565,31.471292919445,31.471292919445,9.653,4.181,5.872
TOLDOS PENALVER S.L.,1392,U1,2003,713.586995249927,7,ELCHE/ELX,59.8964751350188,601.849402324572,661.74587745959,138.867581380572,15.5950598675966,713.586995249927,13.8764281175144,13.8764293805075,14.275,2.097,2.778
CIPRIANO MOLINA ALBERO SL,1310,U1,2022,710.698895136596,8,BANYERES DE MARIOLA,696.696002157617,507.069481542146,1203.76548369976,853.171992050314,212.944753279662,710.698895136596,-187.954870168908,-187.954870168908,-23.957,-15.614,-28.76
