Nombre empresaAlfabeto latino,NACE Rev. 2 Código principal (4 digitos),Código de consolidación,Último año disponible,"Ingresos explotación (Cifra ventas)
mil USD Últ, año disp,","Número de empleados
Últ. año disp.","Ciudad
Latin Alphabet","Activos fijos
mil USD Últ. año disp.","Activo circulante
mil USD Últ. año disp.","Activos totales
mil USD Últ. año disp.","Fondos de los accionistas
mil USD Últ. año disp.","Deuda a largo plazo
mil USD Últ. año disp.","Ingresos explotación (Cifra ventas)
mil USD Últ. año disp.","Resultado actividades ordinarias
mil USD Últ. año disp.","P/G por periodo [=ingresos netos]
mil USD Últ. año disp.","ROE - base: result. antes impuestos
Últ. año disp.","ROA utilizando Ingresos Netos
Últ. año disp.","Margen de beneficio
Últ. año disp."
EMBUTIDOS PEDRAGOSA SA,1013,U1,2021,2820.81840988298,14,CALDES DE MONTBUI,3396.92286267943,945.380593212461,4342.3034558919,1785.5659607538,1248.70625698164,2820.81840988298,130.772352197893,130.772352197893,8.463,3.012,5.357
ACEITES VADO JAEN SA,1041,U1,2015,2819.21347427229,3,MARTOS,305.107372606276,709.87609750136,1014.98347010764,388.656403732173,0.0,2819.21347427229,13.5923913088024,13.5923913088024,4.663,1.339,0.643
CARNES Y EMBUTIDOS ALVAREZ GIRALDEZ SL,1013,U1,2022,2817.06059769812,20,O ROSAL,331.387949286038,437.699888030845,769.087837316883,236.226625567299,119.031734938002,2817.06059769812,6.31325570097566,6.31325570097566,2.673,0.821,0.224
LOVERCO SL,1013,U1,2011,2812.38394587024,6,TORELLO,734.921903060154,1022.97154066202,1757.89344372218,853.688003883526,156.770955489876,2812.38394587024,-284.271799265058,-284.271799265058,-44.399,-16.171,-13.477
"EL CASERIO, SA",1082,U1,2021,2810.56475391204,27,TAFALLA,3064.73654969952,1946.56875275888,5011.30530245841,3340.65091889341,612.845994312,2810.56475391204,-776.737551357293,-776.737551357293,-23.251,-15.5,-27.636
SECADERO DE JAMONES Y EMBUTIDOS EL CRUCE SL,1013,U1,2022,2808.19855319602,16,TORRECILLAS DE LA TIESA,177.065658412021,3042.10493023455,3219.17058864657,1406.3807329034,1034.45076110494,2808.19855319602,2.47639869385362,2.47639869385362,0.235,0.077,0.118
INDUSTRIAS SAN PEDRO SA,1041,U1,2021,2802.93658890724,3,JAEN,1141.02798635244,1213.39435039759,2354.42233675003,555.458903589249,453.04012298584,2802.93658890724,21.3982176089287,21.3982176089287,5.171,0.909,1.025
MATADERO FRIGORIFICO DE AVILA SL,1011,U1,2022,2802.05448150588,31,AVILA,2322.0870263105,888.09586174826,3210.18288805876,454.991620266479,1563.15430405332,2802.05448150588,-21.6795092104316,-21.6795092104316,-4.765,-0.675,-0.774
HACIENDA SAN MIGUEL DE ALHAMA SL,1041,U1,2022,2801.91069322887,15,ALHAMA DE MURCIA,2693.46512886775,2731.30690545172,5424.77203431946,3820.52469179209,1265.9184864055,2801.91069322887,342.935360653728,342.935360653728,11.98,6.322,16.335
AVA DECOR PRODUCTION SL.,1089,U1,2022,2801.81719511772,17,ESPIEL,943.788801999456,2916.66057518725,3860.4493771867,3390.42842085712,127.246844186491,2801.81719511772,750.214124720263,750.214124720263,29.571,19.433,35.783
GREIXOS OLIVELLA SL,1011,U1,2022,2792.95055357183,4,SANT MARTI SARROCA,993.19763671369,1007.93038345709,2001.12802017078,327.019659083891,640.165418664312,2792.95055357183,9.8510702095747,9.8510702095747,4.017,0.492,0.47
PANADERIA HERMANOS ESPIGARES SOCIEDAD LIMITADA.,1071,U1,2021,2789.76475313351,30,ATARFE,316.980111859918,2018.82603606842,2335.80614792833,1621.06850784802,4.41253151586056,2789.76475313351,46.4757892506838,46.4757892506838,3.94,1.99,2.289
SUCESORES DE LORENZO ESTEPA AGUILAR SA,1039,U1,2022,2788.1705986312,13,PUENTE GENIL,1176.99324991476,1296.41398435212,2473.40723426688,1699.86338960594,96.7430160978615,2788.1705986312,48.0908473259884,48.0908473259884,3.767,1.944,2.296
ACEITES BALLESTERO SL,1041,U1,2020,2787.95017105398,4,LA CAMPANA,1150.91987053281,1211.33583457844,2362.25570511125,880.644279909146,379.172002398092,2787.95017105398,195.146975939703,195.146975939703,29.546,8.261,9.333
SECADEROS MONTESUR SL,1013,U1,2022,2787.08695488312,19,MARIA,320.071328715616,2268.29121457109,2588.36254328671,1115.83798703432,436.520452982724,2787.08695488312,88.4039039928675,88.4039039928675,10.852,3.415,4.345
PANADERIA BOLLERIA DEL ROSAL SL,1071,U1,2021,2785.83207038991,32,HUERCAL DE ALMERIA,2185.72304996359,868.016573680615,3053.73962364421,1850.2317979605,286.529348447514,2785.83207038991,147.758062075567,147.758062075567,11.32,4.839,7.518
HORNEADOS VEGETALES SOCIEDAD ANONIMA,1039,U1,2022,2783.69953090236,15,MANZANARES,1207.9201660224,2089.55842916093,3297.47859518333,2713.13067425845,143.335569525313,2783.69953090236,262.480502667004,262.480502667004,12.9,7.96,12.573
ALMACEN FRIGORIFICO HERMANOS REQUENA SL,1013,U1,2022,2782.8797105377,19,ELDA,370.817455202234,1231.67748569792,1602.49494090015,495.127855003595,470.113611827129,2782.8797105377,24.7094613060969,24.7094613060969,6.654,1.542,1.184
NEULES ARTESANES SANT TIRS SL,1082,U1,2022,2781.8798897768,9,PUIG-REIG,2080.89561477725,2435.8806271657,4516.77623980975,2205.7671099054,918.769300487512,2781.8798897768,53.7632047264594,53.7632047264594,3.207,1.19,2.543
FRUCTUOSO AREVALO HERRERO SL,1013,U1,2021,2779.3133655357,31,CANTIMPALOS,2863.7933440419,2480.23476151006,5344.02810555196,2338.77673201475,920.191460440421,2779.3133655357,53.3733137971401,53.3733137971401,2.583,0.999,2.174
PRODALIM IBERIA SOCIEDAD LIMITADA.,1032,U1,2021,2777.81849282649,22,ALCASSER,4565.3434896801,4025.13220640409,8590.47569608419,1767.0264036689,4947.86938990359,2777.81849282649,-14.7305316428661,-14.7305316428661,-1.111,-0.171,-0.707
ALIMENTOS CRUZ DEL SUR SA,1020,U1,2022,2776.72335055485,19,A POBRA DO CARAMINAL,6493.36868745561,998.514336514801,7491.88302397041,4761.96681492745,892.719389207947,2776.72335055485,8.48501224899292,8.48501224899292,0.391,0.113,0.671
INDUSTRIAS CARNICAS SIERRA DE MARIA SL,1013,U1,2021,2775.80757230659,10,MARIA,579.126659672284,2149.12944756761,2728.25610723989,826.217007949376,0.0,2775.80757230659,35.1826202589512,35.1826202589512,5.925,1.29,1.764
SERVICIOS CARNICEROS LA LOMA SL.,1013,U1,2021,2771.75651017885,8,LAS TORRES DE COTILLAS,193.338009787059,637.621184323668,830.959194110727,198.449072542548,113.594929331374,2771.75651017885,25.185893535161,25.185893535161,17.998,3.031,1.289
ANTONIO Y PURI TORRES SL,1039,U1,2021,2770.92228209639,3,ORIHUELA,720.424312964058,2643.69484314222,3364.11915610628,1629.24786411846,183.493991562724,2770.92228209639,9.5893530452013,9.5893530452013,0.773,0.285,0.454
ACEITES CONSUEGRA SL,1041,U1,2022,2767.14680278816,6,CONSUEGRA,288.314406218207,3373.57047463336,3661.88488085157,1657.43616316401,9.43958679299951,2767.14680278816,176.29917762117,176.29917762117,14.182,4.814,8.495
TAHONA PARRILLA SL,1071,U1,2021,2766.99425434005,53,MORON DE LA FRONTERA,1423.12960378797,388.404582837367,1811.53418662534,1023.00731938562,8.88043586075306,2766.99425434005,155.238445392251,155.238445392251,20.233,8.569,7.48
CONSERVAS ELBA SL,1020,U1,2022,2763.76609838418,20,SANTONA,2981.82601749165,945.155158607894,3926.98117609954,1375.07015029384,1101.7049145212,2763.76609838418,38.0583176120758,38.0583176120758,3.69,0.969,1.836
CESTER MARTI GROUP S.L.,1020,U1,2022,2761.07535585717,31,VILADECANS,110.090186110049,1773.73197442068,1883.82216053073,282.740111974686,892.435545752132,2761.07535585717,48.2702290945232,48.2702290945232,23.38,2.562,2.394
MATADERO INDUSTRIAL DE CORTEGANA-ARTESANOS DE JABUGO SA,1013,U1,2022,2759.73264575939,37,CORTEGANA,6298.04122457338,5745.09311797125,12043.1343425446,7794.11323638598,2429.77679827424,2759.73264575939,373.970504611439,373.970504611439,4.798,3.105,13.551
BOREAL ARTIK SL.,1020,U1,2021,2757.1939884656,18,LAREDO,3309.30174293911,2143.90177228446,5453.20351522357,1721.19390874085,2009.44961188102,2757.1939884656,16.2991490906954,16.2991490906954,1.064,0.299,0.664
EULOGIO RAMOS SA,1013,U1,2022,2756.15930282183,24,BARCIENCE,608.75488501671,1602.51472632066,2211.26961133737,1244.73457264729,604.127016497105,2756.15930282183,64.9960652390677,64.9960652390677,6.962,2.939,3.144
COOP DEL MEZQUIN S.C.L.,1041,U1,2010,2753.79403158295,3,LA CODONERA,1384.37694053804,2225.55417008232,3609.93111062035,1497.95955776788,1972.95877949637,2753.79403158295,-78.2563746388173,-78.2563746388173,-7.836,-2.601,-3.552
INDUSTRIAS PANIFICADORAS VALLISOLETANAS SA,1071,U1,1997,2752.94321850872,71,VALLADOLID,1221.38014492536,824.106614627838,2045.48675955319,700.298233747244,510.286515241385,2752.94321850872,-184.194522129536,-276.615087259054,-44.658,-13.523,-11.36
PANADERIA FRANCISCO MORILLO SL,1071,U1,2020,2752.66223108039,35,PUERTO SERRANO,245.404962900674,229.962347702092,475.367310602766,287.816557895267,16.6131943042815,2752.66223108039,18.4362098364949,18.4362098364949,8.546,3.878,0.894
PAN ALEMAN SL,1071,U1,2021,2751.296446924,25,CASTELLDEFELS,1912.32344986238,2610.06729443142,4522.39074429381,1238.43969956059,2674.50358753381,2751.296446924,35.2220800536633,35.2220800536633,2.485,0.779,1.119
GRASAS MARTINEZ ANDALUCIA SOCIEDAD LIMITADA.,1092,U1,2021,2744.08633715129,9,OSUNA,3326.37656467638,926.987039633202,4253.36360430958,1863.81895826697,1393.30127220054,2744.08633715129,822.786565486121,822.786565486121,58.953,19.344,40.041
INTEGRACIONES Y PIENSOS LUGOMAR SOCIEDAD LIMITADA.,1091,U1,2022,2743.88799038146,2,EL VISO DEL ALCOR,660.191069374245,1554.83602263633,2215.02709201058,495.089020116228,488.557122186154,2743.88799038146,34.6349492285669,34.6349492285669,9.328,1.564,1.683
PRODUCTOS PELAYO SA,1072,U1,2021,2743.84418720555,20,CALDES DE MONTBUI,1159.7560194545,879.514233657861,2039.27025311236,757.932897844434,810.931706023908,2743.84418720555,-118.60515668149,-118.60515668149,-15.649,-5.816,-4.323
HIJOS DE JAVIER GARCIA DEL VALLE SA,1061,U1,2022,2742.41638173552,6,MADRID,1908.59267505813,753.323923520219,2661.91659857835,537.288292915523,1313.79679351806,2742.41638173552,49.7804593079329,49.7804593079329,9.265,1.87,1.815
PASTELERIA AGUIRRE SL,1071,U1,2022,2740.64159218504,39,IRUN,1309.0118788898,642.630255419713,1951.64213430952,1023.12578906052,781.943155641055,2740.64159218504,217.16122371065,217.16122371065,26.789,11.127,10.001
CONSERVERA CASTRENA SA,1020,U1,2021,2738.08035026286,24,CASTRO-URDIALES,2635.29784639671,5034.01365547299,7669.3115018697,7011.74451259339,113.260211962509,2738.08035026286,381.515609423232,381.515609423232,7.044,4.975,18.038
VACOMIX SA,1091,U1,2021,2737.35169185505,1,TONA,8.77331452367306,935.57264830792,944.345962831592,483.453974954224,0.0,2737.35169185505,60.3814141116142,60.3814141116142,16.657,6.394,2.942
WADAKYU EUROPE SL.,1020,U1,2022,2735.48514895704,18,O PORRINO,978.393961104316,581.27510112918,1559.6690622335,300.593856812674,828.130507922918,2735.48514895704,39.5224920595825,39.5224920595825,17.768,2.534,1.952
ACEITE DE OLIVA VALDERRAMA SL,1041,U1,2022,2733.17537824073,25,ALCOBENDAS,16627.2423903622,3919.26819038249,20546.5105807447,14759.2841403789,3462.24496044989,2733.17537824073,68.9921714804488,68.9921714804488,0.624,0.336,3.369
NATURDESMA SL,1086,U1,2020,2730.56709336583,8,BARCELONA,174.600241205138,1029.60662501234,1204.20686621748,722.815037978196,127.934452462327,2730.56709336583,146.51121302548,146.51121302548,27.026,12.167,7.154
LOLITA E HIJOS SOCIEDAD LIMITADA.,1071,U1,2020,2730.08640053017,46,SAN BARTOLOME,3116.18487658993,1516.24792269962,4632.43279928955,3188.59284033315,349.950841360885,2730.08640053017,102.799667073148,102.799667073148,4.092,2.219,4.779
EMBOTITS RAIMA SOCIEDAD LIMITADA,1013,U1,2022,2728.34871310302,15,CIUTADELLA DE MENORCA,503.450114836675,681.660703803372,1185.11081864005,65.3351276169896,740.608404390973,2728.34871310302,43.5923690569043,43.5923690569043,88.992,3.678,2.131
FABRICACION Y DISTRIBUCION DE PANADERIA S.L.,1071,U1,2016,2726.03324512822,24,MADRID,733.681532936826,1453.35934268093,2187.04087561775,524.372830813923,47.8668718297005,2726.03324512822,13.2486400550652,13.2486400550652,3.369,0.606,0.648
GOOD AND PROPER BREAD SL.,1071,U1,2022,2725.74102561156,37,MADRID,1527.37913863981,940.390402709967,2467.76954134978,687.182158708245,1255.14751680128,2725.74102561156,209.205703445613,209.205703445613,25.077,8.478,6.322
CONSERVAS DE ABARAN S.A.,1032,U1,2002,2724.44291748502,97,ABARAN,3105.75507337453,1208.7713425516,4314.52641592614,136.603954590425,300.921038305163,2724.44291748502,-177.642853122983,-179.886519084196,-130.042,-4.169,-6.52
COOP OLIVARERA NUESTRA SENORA DEL PILAR,1041,U1,1998,2723.42123149753,2,CASTELLAR DE SANTIAGO,796.630322702408,138.417398707867,935.047721410275,211.438581557751,0.102455513477325,2723.42123149753,48.0561893992424,0.0739956486225128,22.728,0.008,1.765
JOMARCAMPS SL,1071,U1,2021,2719.69439643166,48,SANTA COLOMA DE GRAMENET,568.149554122353,79.1725443768024,647.322098499155,336.58848120296,0.0,2719.69439643166,28.4349160811663,28.4349160811663,11.641,4.393,1.441
COOP AGRICOLA SAN JORGE MARTIR,1041,U1,2021,2718.93865516758,3,ALDEA DEL REY,242.227253281658,834.018494428656,1076.24574771031,781.762893203502,0.0,2718.93865516758,37.6518118431497,37.6518118431497,5.839,3.498,1.679
EMBUTIDOS FARCEDO SL,1013,U1,2021,2717.36669893177,14,HORNACHOS,628.681252968764,2372.12491353371,3000.80616650248,1110.36669519489,667.509430467367,2717.36669893177,84.947152348423,84.947152348423,8.7,2.831,3.555
PANIFICADORA AMAYA SA,1071,U1,2021,2714.68411245153,25,ALTSASU/ALSASUA,3188.9360836657,586.57909041338,3775.51517407908,1984.80959771605,1286.58527011857,2714.68411245153,-155.999258322787,-155.999258322787,-7.86,-4.132,-5.746
MANTEQUERIA LAS NIEVES SA,1051,U1,2022,2713.05773911885,11,ESPINOSA DE LOS MONTEROS,999.511607036322,1853.90152771029,2853.41313474661,2367.21520263655,153.054893366098,2713.05773911885,194.905409464723,194.905409464723,10.725,6.831,9.358
CHACINAS IBERICAS DE LOS SANTOS SL,1013,U1,2022,2710.09619871436,11,LOS SANTOS,964.61782610994,1695.44725175075,2660.06507786069,1568.72633710592,584.864517721021,2710.09619871436,10.1050168817341,10.1050168817341,0.859,0.38,0.497
CEOLCAC INVERSIONS SL,1071,U1,2022,2709.98073931975,19,CAMBRILS,202.682402307415,613.64293981548,816.325342122894,182.221003042549,106.413169702238,2709.98073931975,6.48577710160196,6.48577710160196,4.746,0.795,0.319
VITULIA SA,1013,U1,2021,2709.14739584849,14,HUMANES DE MADRID,85.1356963216066,1878.2089623014,1963.344658623,737.362814928317,467.084264864373,2709.14739584849,34.1570167025328,34.1570167025328,6.406,1.74,1.743
CASA CASTELAO SL,1013,U1,2022,2707.0522730988,13,A FONSAGRADA,2139.34303754088,1742.03261629765,3881.37565383853,1339.08499277309,1115.48028156394,2707.0522730988,-64.4099058908999,-64.4099058908999,-6.413,-1.659,-3.172
TECNOLOGIAS ALIMENTARIAS AVANZADAS SOCIEDAD LIMITADA.,1072,U1,2022,2705.5839175813,5,CHIVA,435.842916989797,767.768037776107,1203.6109547659,247.042680331886,318.929107323641,2705.5839175813,40.1056233318031,40.1056233318031,19.693,3.332,1.798
CECINAS NIETO SL,1011,U1,2021,2705.23541590591,10,BRAZUELO,922.645771328688,1707.93674285996,2630.58251418865,1092.36060418081,758.307867828226,2705.23541590591,32.135562999773,32.135562999773,3.928,1.222,1.586
ARROCES E LOZANO SL,1061,U1,2022,2703.41271566501,6,ALGINET,176.854269059443,1395.8379409277,1572.69220998715,1183.68558573986,129.305402530819,2703.41271566501,147.472620958406,147.472620958406,16.851,9.377,7.378
BLOQUES MINERALES SL,1091,U1,2022,2699.04074569463,8,VALLADOLID,177.698141242564,512.570543064803,690.268684307367,203.710934859937,287.205580056208,2699.04074569463,93.4755205635667,93.4755205635667,63.024,13.542,4.757
PINTO VILLALBA SL,1039,U1,2021,2697.91136654227,70,SEVILLA,5001.4639684968,1804.06888954475,6805.53285804155,4531.78598097231,2020.88718741195,2697.91136654227,21.3120946815491,21.3120946815491,0.627,0.313,1.053
OLEOFER SL,1041,U1,2022,2697.21156964437,4,LA PUERTA DE SEGURA,520.60791060638,896.473879132274,1417.08178973865,291.887878438876,129.573500870742,2697.21156964437,15.800491071412,15.800491071412,7.048,1.115,0.763
MATADERO COMARCAL DE VALDERROBRES SL,1011,U1,2022,2696.50921447323,61,VALDERROBRES,6120.83888143694,911.505523320585,7032.34440475752,1198.92230074146,4269.17831124946,2696.50921447323,-137.532447027582,-137.532447027582,-15.261,-1.956,-6.785
REAL CONSERVERA ESPANOLA SL,1020,U1,2021,2693.12610759122,24,CAMBADOS,3763.20346895685,2673.23745365009,6436.44092260694,948.144534372783,4200.0059883527,2693.12610759122,249.141000415778,249.141000415778,35.424,3.871,12.471
COOP DEL CAMPO VIRGEN DE LA ESPERANZA DE CALASPARRA,1061,U1,2021,2691.97325639026,12,CALASPARRA,999.986855704308,3996.12162356465,4996.10847926896,3210.21054203904,131.981290898681,2691.97325639026,77.4706980222058,77.4706980222058,2.965,1.551,3.535
COOP DEL CAMPO SANTISIMO CRISTO DEL HUMILLADERO,1041,U1,2022,2689.12020367789,2,MEDINA DE LAS TORRES,544.633466216793,558.803575971756,1103.43704218855,663.015024699607,211.795961011412,2689.12020367789,11.2033440385795,11.2033440385795,1.823,1.015,0.449
ADRIDAR HORNO 2005 SOCIEDAD LIMITADA.,1072,U1,2021,2687.29230992753,29,CARMONA,0.0,725.563260339117,725.563260339117,170.125343833566,50.967013835907,2687.29230992753,84.9554429826736,84.9554429826736,66.672,11.709,4.221
CARNICAS SUSAETA SOCIEDAD LIMITADA.,1013,U1,2021,2684.50230763414,16,ARRIGORRIAGA,193.351906792831,983.645460622144,1176.99736741498,677.358443459058,264.744993415761,2684.50230763414,43.9955191633701,43.9955191633701,8.119,3.738,2.049
HIPERFARM NUTRICION ANIMAL Y EQUIPAMIENTO AGROPECUARIO SOCIEDAD LIMITADA.,1091,U1,2020,2682.06787101775,8,UTRERA,541.530553740192,792.256808210862,1333.78736195105,272.186306942809,408.383874293602,2682.06787101775,4.28477306275964,4.28477306275964,2.099,0.321,0.213
CASA SANTONA S.L.,1020,U1,2020,2678.6523996407,48,LOS MOLINOS,252.33996367538,280.849885687643,533.189849363023,74.9858294094801,262.527219349325,2678.6523996407,2.0025033467412,2.0025033467412,2.671,0.376,0.075
COUPA FORN 1 SL,1072,U1,2009,2674.47695306033,22,SANT FOST DE CAMPSENTELLES,2161.20316210496,1411.67414768724,3572.8773097922,1884.20386984522,382.635609227152,2674.47695306033,24.3405283373833,24.3405283373833,1.847,0.681,1.301
CARNICAS NATURVEGA SL,1091,U1,2022,2674.30845809289,25,BIGASTRO,642.976420283628,484.600464724511,1127.57688394154,755.688467925739,13.9210538668454,2674.30845809289,67.2072443707705,67.2072443707705,11.565,5.96,3.268
NORAREALFOOD S.L.,1089,U1,2022,2673.62350923352,29,BARCELONA,946.837260662842,499.617449565542,1446.45471022838,164.245943178767,801.147588740998,2673.62350923352,-98.9449467454016,-98.9449467454016,-80.323,-6.841,-4.934
AGRICOLA GARCIA SOCIEDAD LIMITADA.,1041,U1,2021,2669.74031235473,14,LUBRIN,1952.74055233233,1170.73081449981,3123.47136683214,301.042872738869,2453.15304229825,2669.74031235473,19.9300165043592,19.9300165043592,8.827,0.638,0.995
BALBONA PASTELEROS SA,1071,U1,2022,2666.77543921714,50,GIJON,827.365126796138,839.92892214818,1667.29404894432,1047.2621248642,332.293268265676,2666.77543921714,-70.2014131202042,-70.2014131202042,-8.938,-4.21,-3.51
MANUEL GARCIA CAMPOY SL,1039,U1,2022,2665.95692010385,10,ARCHENA,3568.45484009018,2148.63819609717,5717.09303618735,3412.838561383,779.935890066117,2665.95692010385,4.81226223913431,4.81226223913431,0.189,0.084,0.243
PANIFICADORA LA ESTRELLA DE LANZAROTE SL,1071,U1,2022,2663.16055222952,33,ARRECIFE,249.019035853654,2199.47359696096,2448.49263281461,2002.68738862262,30.0580321665168,2663.16055222952,465.239892125481,465.239892125481,23.231,19.001,17.469
TRANSFORMADORA DE CEREALES SIERRA DE ARACENA SL,1091,U1,2009,2656.77942210733,7,HIGUERA DE LA SIERRA,773.347425953865,944.980470602284,1718.32789655615,484.810984587116,572.291385961781,2656.77942210733,48.8209821911526,48.8209821911526,10.07,2.841,1.838
HIJOS DE ENRIQUE RECH SL,1082,U1,2022,2651.24170825604,10,ARCHENA,714.45152384873,1500.10137936136,2214.55290321009,700.020230118692,469.441718145496,2651.24170825604,44.4046592291772,44.4046592291772,8.365,2.005,2.209
ABRILIVA SL,1039,U1,2022,2644.83679966103,26,LORCA,476.318671676016,1072.34479039783,1548.66346207385,817.861053398079,171.111270774865,2644.83679966103,64.6851941522199,64.6851941522199,10.51,4.177,3.25
INTEGRACIONES PANADERAS SL,1071,U1,2020,2642.02960877819,37,MONTGAT,609.505486283296,1617.39958314264,2226.90506942593,998.611250182056,528.143538475037,2642.02960877819,-263.872169265473,-263.872169265473,-35.232,-11.849,-13.317
ACEITES FUENTES DE CESNA S.COOP. ANDALUZA,1041,U1,2020,2641.85061180338,5,ALGARINEJO,2755.84760906781,372.070975088173,3127.91858415598,1758.17912700651,855.653040596014,2641.85061180338,0.146871515148878,0.146871515148878,0.016,0.005,0.01
JUAN FRANCISCO CARDENO SANCHEZ SL,1091,U1,2022,2640.36504930853,3,FUENTES DE LEON,110.546797350973,660.717318895757,771.26411624673,339.144644740468,28.7670628099084,2640.36504930853,19.5909687544882,19.5909687544882,7.513,2.54,0.965
BAHIA SANTA EULALIA SA,1089,U1,2021,2640.19374907179,19,PALMA,1567.77540480466,4524.14405487378,6091.91945967844,4631.35590937035,878.74106405797,2640.19374907179,312.386930595017,312.386930595017,8.993,5.128,15.776
